invoice_id,payment_id,settlement_id,bank_txn_id,relationship
INV-0158,pay_000156,setl_000049,BANK-000049,invoice_payment
INV-0159,pay_000157,setl_000037,BANK-000037,invoice_payment
INV-0160,pay_000158,setl_000054,BANK-000054,invoice_payment
INV-0161,pay_000159,setl_000067,BANK-000067,invoice_payment
INV-0162,pay_000160,setl_000070,BANK-000070,invoice_payment
INV-0163,pay_000161,setl_000002,BANK-000002,invoice_payment
INV-0164,pay_000162,setl_000036,BANK-000036,invoice_payment
INV-0165,pay_000163,setl_000049,BANK-000049,invoice_payment
INV-0166,pay_000164,setl_000022,BANK-000022,invoice_payment
INV-0167,pay_000165,setl_000020,BANK-000020,invoice_payment
INV-0168,pay_000166,setl_000006,BANK-000006,invoice_payment
INV-0169,pay_000167,setl_000064,BANK-000064,invoice_payment
INV-0170,pay_000168,setl_000053,BANK-000053,invoice_payment
INV-0171,pay_000169,setl_000029,BANK-000029,invoice_payment
INV-0172,pay_000170,setl_000064,BANK-000064,invoice_payment
INV-0173,pay_000171,setl_000070,BANK-000070,invoice_payment
INV-0174,pay_000172,setl_000035,BANK-000035,invoice_payment
INV-0175,pay_000173,setl_000014,BANK-000014,invoice_payment
INV-0176,pay_000174,setl_000012,BANK-000012,invoice_payment
INV-0177,pay_000175,setl_000058,BANK-000058,invoice_payment
INV-0178,pay_000176,setl_000075,BANK-000075,invoice_payment
INV-0179,pay_000177,setl_000049,BANK-000049,invoice_payment
INV-0180,pay_000178,setl_000031,BANK-000031,invoice_payment
INV-0181,pay_000179,setl_000062,BANK-000062,invoice_payment
INV-0182,pay_000180,setl_000063,BANK-000063,invoice_payment
INV-0183,pay_000181,setl_000016,BANK-000016,invoice_payment
INV-0184,pay_000182,setl_000040,BANK-000040,invoice_payment
INV-0185,pay_000183,setl_000070,BANK-000070,invoice_payment
INV-0186,pay_000184,setl_000046,BANK-000046,invoice_payment
INV-0187,pay_000185,setl_000043,BANK-000043,invoice_payment
INV-0188,pay_000186,setl_000002,BANK-000002,invoice_payment
INV-0189,pay_000187,setl_000065,BANK-000065,invoice_payment
INV-0190,pay_000188,setl_000039,BANK-000039,invoice_payment
INV-0191,pay_000189,setl_000038,BANK-000038,invoice_payment
INV-0192,pay_000190,setl_000047,BANK-000047,invoice_payment
INV-0193,pay_000191,setl_000004,BANK-000004,invoice_payment
INV-0194,pay_000192,setl_000031,BANK-000031,invoice_payment
INV-0195,pay_000193,setl_000016,BANK-000016,invoice_payment
INV-0196,pay_000194,setl_000024,BANK-000024,invoice_payment
INV-0197,pay_000195,setl_000053,BANK-000053,invoice_payment
INV-0198,pay_000196,setl_000045,BANK-000045,invoice_payment
INV-0198,pay_000197,setl_000073,BANK-000073,invoice_payment
INV-0199,pay_000198,setl_000015,BANK-000015,invoice_payment
INV-0201,pay_000199,setl_000001,BANK-000001,invoice_payment
INV-0201,pay_000200,setl_000050,BANK-000050,invoice_payment
INV-0203,pay_000201,setl_000072,BANK-000072,invoice_payment
INV-0203,pay_000202,setl_000045,BANK-000045,invoice_payment
INV-0204,pay_000203,setl_000016,BANK-000016,invoice_payment
INV-0205,pay_000204,setl_000014,BANK-000014,invoice_payment
INV-0205,pay_000205,setl_000035,BANK-000035,invoice_payment
INV-0206,pay_000206,setl_000059,BANK-000059,invoice_payment
INV-0207,pay_000207,setl_000048,BANK-000048,invoice_payment
INV-0208,pay_000208,setl_000061,BANK-000061,invoice_payment
INV-0209,pay_000209,setl_000025,BANK-000025,invoice_payment
INV-0210,pay_000210,setl_000002,BANK-000002,invoice_payment
INV-0211,pay_000211,setl_000039,BANK-000039,invoice_payment
INV-0212,pay_000212,setl_000076,BANK-000076,invoice_payment
INV-0213,pay_000213,setl_000041,BANK-000041,invoice_payment
INV-0214,pay_000214,setl_000043,BANK-000043,invoice_payment
INV-0214,pay_000215,setl_000024,BANK-000024,invoice_payment
INV-0215,pay_000216,setl_000006,BANK-000006,invoice_payment
INV-0216,pay_000217,setl_000002,BANK-000002,invoice_payment
INV-0217,pay_000218,setl_000041,BANK-000041,invoice_payment
INV-0218,pay_000219,setl_000072,BANK-000072,invoice_payment
INV-0219,pay_000220,setl_000015,BANK-000015,invoice_payment
INV-0220,pay_000221,setl_000057,BANK-000057,invoice_payment
INV-0221,pay_000222,setl_000046,BANK-000046,invoice_payment
INV-0222,pay_000223,setl_000057,BANK-000057,invoice_payment
INV-0222,pay_000224,setl_000042,BANK-000042,invoice_payment
INV-0223,pay_000225,setl_000001,BANK-000001,invoice_payment
INV-0224,pay_000226,setl_000029,BANK-000029,invoice_payment
INV-0225,pay_000227,setl_000003,BANK-000003,invoice_payment
INV-0226,pay_000228,setl_000054,BANK-000054,invoice_payment
INV-0227,pay_000229,setl_000071,BANK-000071,invoice_payment
INV-0228,pay_000230,setl_000033,BANK-000033,invoice_payment
INV-0230,pay_000231,setl_000040,BANK-000040,invoice_payment
INV-0231,pay_000232,setl_000051,BANK-000051,invoice_payment
INV-0231,pay_000233,setl_000064,BANK-000064,invoice_payment
INV-0232,pay_000234,setl_000067,BANK-000067,invoice_payment
INV-0233,pay_000235,setl_000016,BANK-000016,invoice_payment
INV-0234,pay_000236,setl_000029,BANK-000029,invoice_payment
INV-0235,pay_000237,setl_000063,BANK-000063,invoice_payment
INV-0236,pay_000238,setl_000055,BANK-000055,invoice_payment
INV-0237,pay_000239,setl_000068,BANK-000068,invoice_payment
INV-0238,pay_000240,setl_000067,BANK-000067,invoice_payment
INV-0238,pay_000241,setl_000066,BANK-000066,invoice_payment
INV-0239,pay_000242,setl_000073,BANK-000073,invoice_payment
INV-0240,pay_000243,setl_000019,BANK-000019,invoice_payment
INV-0240,pay_000244,setl_000063,BANK-000063,invoice_payment
INV-0241,pay_000245,setl_000023,BANK-000023,invoice_payment
INV-0242,pay_000246,setl_000063,BANK-000063,invoice_payment
INV-0243,pay_000247,setl_000058,BANK-000058,invoice_payment
INV-0244,pay_000248,setl_000038,BANK-000038,invoice_payment
INV-0244,pay_000249,setl_000030,BANK-000030,invoice_payment
INV-0245,pay_000250,setl_000064,BANK-000064,invoice_payment
INV-0246,pay_000251,setl_000075,BANK-000075,invoice_payment
INV-0248,pay_000252,setl_000001,BANK-000001,invoice_payment
INV-0248,pay_000253,setl_000034,BANK-000034,invoice_payment
INV-0249,pay_000254,setl_000052,BANK-000052,invoice_payment
INV-0250,pay_000255,setl_000011,BANK-000011,invoice_payment
INV-0251,pay_000256,setl_000039,BANK-000039,invoice_payment
INV-0252,pay_000257,setl_000039,BANK-000039,invoice_payment
INV-0254,pay_000258,setl_000020,BANK-000020,invoice_payment
INV-0255,pay_000259,setl_000010,BANK-000010,invoice_payment
INV-0256,pay_000260,setl_000037,BANK-000037,invoice_payment
INV-0257,pay_000261,setl_000061,BANK-000061,invoice_payment
INV-0258,pay_000262,setl_000048,BANK-000048,invoice_payment
INV-0259,pay_000263,setl_000029,BANK-000029,invoice_payment
INV-0260,pay_000264,setl_000027,BANK-000027,invoice_payment
INV-0261,pay_000265,setl_000035,BANK-000035,invoice_payment
INV-0262,pay_000266,setl_000008,BANK-000008,invoice_payment
INV-0264,pay_000267,setl_000033,BANK-000033,invoice_payment
INV-0265,pay_000268,setl_000026,BANK-000026,invoice_payment
INV-0266,pay_000269,setl_000012,BANK-000012,invoice_payment
INV-0267,pay_000270,setl_000030,BANK-000030,invoice_payment
INV-0268,pay_000271,setl_000030,BANK-000030,invoice_payment
INV-0269,pay_000272,setl_000014,BANK-000014,invoice_payment
INV-0270,pay_000273,setl_000060,BANK-000060,invoice_payment
INV-0271,pay_000274,setl_000069,BANK-000069,invoice_payment
INV-0272,pay_000275,setl_000015,BANK-000015,invoice_payment
INV-0273,pay_000276,setl_000017,BANK-000017,invoice_payment
INV-0273,pay_000277,setl_000012,BANK-000012,invoice_payment
INV-0275,pay_000278,setl_000075,BANK-000075,invoice_payment
INV-0275,pay_000279,setl_000057,BANK-000057,invoice_payment
INV-0276,pay_000280,setl_000045,BANK-000045,invoice_payment
INV-0276,pay_000281,setl_000076,BANK-000076,invoice_payment
INV-0277,pay_000282,setl_000047,BANK-000047,invoice_payment
INV-0278,pay_000283,setl_000010,BANK-000010,invoice_payment
INV-0279,pay_000284,setl_000040,BANK-000040,invoice_payment
INV-0280,pay_000285,setl_000060,BANK-000060,invoice_payment
INV-0281,pay_000286,setl_000021,BANK-000021,invoice_payment
INV-0282,pay_000287,setl_000047,BANK-000047,invoice_payment
INV-0283,pay_000288,setl_000030,BANK-000030,invoice_payment
INV-0284,pay_000289,setl_000010,BANK-000010,invoice_payment
INV-0284,pay_000290,setl_000006,BANK-000006,invoice_payment
INV-0285,pay_000291,setl_000075,BANK-000075,invoice_payment
INV-0286,pay_000292,setl_000049,BANK-000049,invoice_payment
INV-0286,pay_000293,setl_000024,BANK-000024,invoice_payment
INV-0287,pay_000294,setl_000055,BANK-000055,invoice_payment
INV-0287,pay_000295,setl_000062,BANK-000062,invoice_payment
INV-0288,pay_000296,setl_000050,BANK-000050,invoice_payment
INV-0289,pay_000297,setl_000027,BANK-000027,invoice_payment
INV-0289,pay_000298,setl_000051,BANK-000051,invoice_payment
INV-0290,pay_000299,setl_000048,BANK-000048,invoice_payment
INV-0291,pay_000300,setl_000008,BANK-000008,invoice_payment
INV-0293,pay_000301,setl_000013,BANK-000013,invoice_payment
INV-0294,pay_000302,setl_000040,BANK-000040,invoice_payment
INV-0295,pay_000303,setl_000059,BANK-000059,invoice_payment
INV-0297,pay_000304,setl_000071,BANK-000071,invoice_payment
INV-0298,pay_000305,setl_000028,BANK-000028,invoice_payment
INV-0299,pay_000306,setl_000072,BANK-000072,invoice_payment
INV-0300,pay_000307,setl_000053,BANK-000053,invoice_payment
INV-0301,pay_000308,setl_000018,BANK-000018,invoice_payment
INV-0302,pay_000309,setl_000040,BANK-000040,invoice_payment
INV-0302,pay_000310,setl_000062,BANK-000062,invoice_payment
INV-0303,pay_000311,setl_000019,BANK-000019,invoice_payment
INV-0305,pay_000312,setl_000010,BANK-000010,invoice_payment
INV-0306,pay_000313,setl_000045,BANK-000045,invoice_payment
INV-0307,pay_000314,setl_000048,BANK-000048,invoice_payment
INV-0309,pay_000315,setl_000022,BANK-000022,invoice_payment
INV-0309,pay_000316,setl_000071,BANK-000071,invoice_payment
INV-0310,pay_000317,setl_000008,BANK-000008,invoice_payment
INV-0311,pay_000318,setl_000059,BANK-000059,invoice_payment
INV-0311,pay_000319,setl_000074,BANK-000074,invoice_payment
INV-0312,pay_000320,setl_000030,BANK-000030,invoice_payment
INV-0313,pay_000321,setl_000007,BANK-000007,invoice_payment
INV-0314,pay_000322,setl_000005,BANK-000005,invoice_payment
INV-0315,pay_000323,setl_000071,BANK-000071,invoice_payment
INV-0316,pay_000324,setl_000002,BANK-000002,invoice_payment
INV-0317,pay_000325,setl_000011,BANK-000011,invoice_payment
INV-0318,pay_000326,setl_000051,BANK-000051,invoice_payment
INV-0319,pay_000327,setl_000075,BANK-000075,invoice_payment
INV-0320,pay_000328,setl_000005,BANK-000005,invoice_payment
INV-0321,pay_000329,setl_000009,BANK-000009,invoice_payment
INV-0322,pay_000330,setl_000067,BANK-000067,invoice_payment
INV-0323,pay_000331,setl_000052,BANK-000052,invoice_payment
INV-0324,pay_000332,setl_000012,BANK-000012,invoice_payment
INV-0325,pay_000333,setl_000060,BANK-000060,invoice_payment
INV-0325,pay_000334,setl_000011,BANK-000011,invoice_payment
INV-0327,pay_000335,setl_000018,BANK-000018,invoice_payment
INV-0328,pay_000336,setl_000018,BANK-000018,invoice_payment
INV-0329,pay_000337,setl_000020,BANK-000020,invoice_payment
INV-0330,pay_000338,setl_000045,BANK-000045,invoice_payment
INV-0331,pay_000339,setl_000052,BANK-000052,invoice_payment
INV-0332,pay_000340,setl_000056,BANK-000056,invoice_payment
INV-0334,pay_000341,setl_000065,BANK-000065,invoice_payment
INV-0335,pay_000342,setl_000045,BANK-000045,invoice_payment
INV-0336,pay_000343,setl_000056,BANK-000056,invoice_payment
INV-0337,pay_000344,setl_000069,BANK-000069,invoice_payment
INV-0338,pay_000345,setl_000011,BANK-000011,invoice_payment
INV-0339,pay_000346,setl_000073,BANK-000073,invoice_payment
INV-0340,pay_000347,setl_000074,BANK-000074,invoice_payment
INV-0340,pay_000348,setl_000034,BANK-000034,invoice_payment
INV-0341,pay_000349,setl_000012,BANK-000012,invoice_payment
INV-0342,pay_000350,setl_000027,BANK-000027,invoice_payment
INV-0343,pay_000351,setl_000067,BANK-000067,invoice_payment
INV-0344,pay_000352,setl_000002,BANK-000002,invoice_payment
INV-0345,pay_000353,setl_000007,BANK-000007,invoice_payment
INV-0346,pay_000354,setl_000071,BANK-000071,invoice_payment
INV-0347,pay_000355,setl_000047,BANK-000047,invoice_payment
INV-0348,pay_000356,setl_000057,BANK-000057,invoice_payment
INV-0350,pay_000357,setl_000023,BANK-000023,invoice_payment
INV-0351,pay_000358,setl_000068,BANK-000068,invoice_payment
INV-0352,pay_000359,setl_000075,BANK-000075,invoice_payment
INV-0353,pay_000360,setl_000025,BANK-000025,invoice_payment
INV-0354,pay_000361,setl_000072,BANK-000072,invoice_payment
INV-0355,pay_000362,setl_000051,BANK-000051,invoice_payment
INV-0356,pay_000363,setl_000017,BANK-000017,invoice_payment
INV-0357,pay_000364,setl_000067,BANK-000067,invoice_payment
INV-0358,pay_000365,setl_000055,BANK-000055,invoice_payment
INV-0359,pay_000366,setl_000070,BANK-000070,invoice_payment
INV-0360,pay_000367,setl_000028,BANK-000028,invoice_payment
INV-0361,pay_000368,setl_000034,BANK-000034,invoice_payment
INV-0362,pay_000369,setl_000018,BANK-000018,invoice_payment
INV-0363,pay_000370,setl_000022,BANK-000022,invoice_payment
INV-0364,pay_000371,setl_000003,BANK-000003,invoice_payment
INV-0365,pay_000372,setl_000045,BANK-000045,invoice_payment
INV-0366,pay_000373,setl_000027,BANK-000027,invoice_payment
INV-0367,pay_000374,setl_000032,BANK-000032,invoice_payment
INV-0368,pay_000375,setl_000037,BANK-000037,invoice_payment
INV-0369,pay_000376,setl_000008,BANK-000008,invoice_payment
INV-0370,pay_000377,setl_000044,BANK-000044,invoice_payment
INV-0371,pay_000378,setl_000013,BANK-000013,invoice_payment
INV-0372,pay_000379,setl_000056,BANK-000056,invoice_payment
INV-0373,pay_000380,setl_000053,BANK-000053,invoice_payment
INV-0374,pay_000381,setl_000009,BANK-000009,invoice_payment
INV-0375,pay_000382,setl_000008,BANK-000008,invoice_payment
INV-0376,pay_000383,setl_000042,BANK-000042,invoice_payment
INV-0377,pay_000384,setl_000012,BANK-000012,invoice_payment
INV-0378,pay_000385,setl_000013,BANK-000013,invoice_payment
INV-0378,pay_000386,setl_000009,BANK-000009,invoice_payment
INV-0379,pay_000387,setl_000069,BANK-000069,invoice_payment
INV-0380,pay_000388,setl_000023,BANK-000023,invoice_payment
INV-0381,pay_000389,setl_000070,BANK-000070,invoice_payment
INV-0382,pay_000390,setl_000044,BANK-000044,invoice_payment
INV-0383,pay_000391,setl_000046,BANK-000046,invoice_payment
INV-0384,pay_000392,setl_000069,BANK-000069,invoice_payment
INV-0385,pay_000393,setl_000066,BANK-000066,invoice_payment
INV-0386,pay_000394,setl_000062,BANK-000062,invoice_payment
INV-0387,pay_000395,setl_000033,BANK-000033,invoice_payment
INV-0388,pay_000396,setl_000049,BANK-000049,invoice_payment
INV-0389,pay_000397,setl_000017,BANK-000017,invoice_payment
INV-0390,pay_000398,setl_000046,BANK-000046,invoice_payment
INV-0391,pay_000399,setl_000056,BANK-000056,invoice_payment
INV-0392,pay_000400,setl_000004,BANK-000004,invoice_payment
INV-0393,pay_000401,setl_000013,BANK-000013,invoice_payment
INV-0394,pay_000402,setl_000027,BANK-000027,invoice_payment
INV-0395,pay_000403,setl_000044,BANK-000044,invoice_payment
INV-0395,pay_000404,setl_000064,BANK-000064,invoice_payment
INV-0397,pay_000405,setl_000018,BANK-000018,invoice_payment
INV-0398,pay_000406,setl_000060,BANK-000060,invoice_payment
INV-0400,pay_000407,setl_000028,BANK-000028,invoice_payment
INV-0401,pay_000408,setl_000061,BANK-000061,invoice_payment
INV-0402,pay_000409,setl_000018,BANK-000018,invoice_payment
INV-0403,pay_000410,setl_000004,BANK-000004,invoice_payment
INV-0404,pay_000411,setl_000068,BANK-000068,invoice_payment
INV-0405,pay_000412,setl_000021,BANK-000021,invoice_payment
INV-0406,pay_000413,setl_000022,BANK-000022,invoice_payment
INV-0407,pay_000414,setl_000050,BANK-000050,invoice_payment
INV-0407,pay_000415,setl_000069,BANK-000069,invoice_payment
INV-0409,pay_000416,setl_000001,BANK-000001,invoice_payment
INV-0410,pay_000417,setl_000068,BANK-000068,invoice_payment
INV-0411,pay_000418,setl_000035,BANK-000035,invoice_payment
INV-0412,pay_000419,setl_000070,BANK-000070,invoice_payment
INV-0413,pay_000420,setl_000054,BANK-000054,invoice_payment
INV-0414,pay_000421,setl_000003,BANK-000003,invoice_payment
INV-0415,pay_000422,setl_000036,BANK-000036,invoice_payment
INV-0416,pay_000423,setl_000025,BANK-000025,invoice_payment
INV-0417,pay_000424,setl_000054,BANK-000054,invoice_payment
INV-0418,pay_000425,setl_000054,BANK-000054,invoice_payment
INV-0419,pay_000426,setl_000013,BANK-000013,invoice_payment
INV-0420,pay_000427,setl_000041,BANK-000041,invoice_payment
INV-0421,pay_000428,setl_000048,BANK-000048,invoice_payment
INV-0421,pay_000429,setl_000071,BANK-000071,invoice_payment
INV-0422,pay_000430,setl_000009,BANK-000009,invoice_payment
INV-0423,pay_000431,setl_000020,BANK-000020,invoice_payment
INV-0424,pay_000432,setl_000035,BANK-000035,invoice_payment
INV-0425,pay_000433,setl_000046,BANK-000046,invoice_payment
INV-0427,pay_000434,setl_000063,BANK-000063,invoice_payment
INV-0428,pay_000435,setl_000034,BANK-000034,invoice_payment
